ID,Cust_ID,Prod_ID,Ship_ID,Order_Date,Ship_Date,Customer_Name,Province,Region,Customer_Segment,Sales,Order_Quantity,Order_Priority,DaysTakenForShipping
46,Cust_33,Prod_6,SHP_60,15/01/2009,20/01/2009,SKYE NORLING,NUNAVUT,NUNAVUT,HOME OFFICE,29613,47,LOW,5
460,Cust_161,Prod_13,SHP_616,19/03/2009,19/03/2009,NOAH CHILDS,PRINCE EDWARD ISLAND,ATLANTIC,HOME OFFICE,9671,28,HIGH,0
460,Cust_161,Prod_6,SHP_616,19/03/2009,19/03/2009,NOAH CHILDS,PRINCE EDWARD ISLAND,ATLANTIC,HOME OFFICE,37467,29,HIGH,0
460,Cust_161,Prod_3,SHP_616,19/03/2009,19/03/2009,NOAH CHILDS,PRINCE EDWARD ISLAND,ATLANTIC,HOME OFFICE,25969,11,HIGH,0
460,Cust_161,Prod_17,SHP_616,19/03/2009,19/03/2009,NOAH CHILDS,PRINCE EDWARD ISLAND,ATLANTIC,HOME OFFICE,250386,9,HIGH,0
4600,Cust_1457,Prod_13,SHP_6397,27/12/2012,28/12/2012,BRAD THOMAS,YUKON,YUKON,HOME OFFICE,4521,22,MEDIUM,1
4601,Cust_1473,Prod_2,SHP_6398,29/03/2012,30/03/2012,SARA LUXEMBURG,YUKON,YUKON,SMALL BUSINESS,217522,29,CRITICAL,1
4602,Cust_1462,Prod_5,SHP_6401,08/05/2009,10/05/2009,BRAD THOMAS,YUKON,YUKON,CORPORATE,6479,2,NOT SPECIFIED,2
4603,Cust_1560,Prod_11,SHP_6402,01/05/2011,03/05/2011,SPEROS GORANITIS,YUKON,YUKON,CORPORATE,432429,13,MEDIUM,2
4604,Cust_1522,Prod_1,SHP_6403,21/06/2010,22/06/2010,VICTORIA PISTEKA,YUKON,YUKON,CORPORATE,23424,24,HIGH,1
4605,Cust_1457,Prod_4,SHP_6404,07/07/2010,07/07/2010,BRAD THOMAS,YUKON,YUKON,HOME OFFICE,4357117,44,CRITICAL,0
4606,Cust_1457,Prod_13,SHP_6406,24/09/2011,26/09/2011,BRAD THOMAS,YUKON,YUKON,HOME OFFICE,59032,35,LOW,2
4606,Cust_1457,Prod_6,SHP_6406,24/09/2011,26/09/2011,BRAD THOMAS,YUKON,YUKON,HOME OFFICE,1934,3,LOW,2
4606,Cust_1457,Prod_8,SHP_6406,24/09/2011,26/09/2011,BRAD THOMAS,YUKON,YUKON,HOME OFFICE,129829,41,LOW,2
4606,Cust_1457,Prod_11,SHP_6406,24/09/2011,26/09/2011,BRAD THOMAS,YUKON,YUKON,HOME OFFICE,424593,19,LOW,2
4607,Cust_1474,Prod_2,SHP_6408,27/06/2011,29/06/2011,ADAM HART,YUKON,YUKON,CORPORATE,146342,26,MEDIUM,2
4608,Cust_1466,Prod_15,SHP_6409,26/06/2011,28/06/2011,ED JACOBS,YUKON,YUKON,SMALL BUSINESS,102588,10,LOW,2
4609,Cust_1464,Prod_1,SHP_6410,05/06/2010,06/06/2010,LUKE FOSTER,YUKON,YUKON,CORPORATE,285476,27,CRITICAL,1
4609,Cust_1464,Prod_8,SHP_6410,05/06/2010,06/06/2010,LUKE FOSTER,YUKON,YUKON,CORPORATE,4349,5,CRITICAL,1
461,Cust_163,Prod_17,SHP_619,05/09/2009,05/09/2009,EVAN MINNOTTE,MANITOBA,PRARIE,CORPORATE,515535,11,NOT SPECIFIED,0
4610,Cust_1561,Prod_5,SHP_6413,17/09/2009,19/09/2009,PETE KRIZ,YUKON,YUKON,CORPORATE,38323,9,LOW,2
4610,Cust_1561,Prod_2,SHP_6413,17/09/2009,19/09/2009,PETE KRIZ,YUKON,YUKON,CORPORATE,11487,11,LOW,2
4611,Cust_1567,Prod_6,SHP_6416,05/05/2010,05/05/2010,EMILY BURNS,BRITISH COLUMBIA,WEST,HOME OFFICE,50673,41,NOT SPECIFIED,0
4612,Cust_1568,Prod_6,SHP_6417,02/07/2011,03/07/2011,DAVE KIPP,BRITISH COLUMBIA,WEST,CONSUMER,12927,20,CRITICAL,1
4612,Cust_1568,Prod_17,SHP_6417,02/07/2011,03/07/2011,DAVE KIPP,BRITISH COLUMBIA,WEST,CONSUMER,846768,4,CRITICAL,1
4613,Cust_1569,Prod_1,SHP_6419,05/11/2009,05/11/2009,DOUG O'CONNELL,BRITISH COLUMBIA,WEST,SMALL BUSINESS,6803,4,MEDIUM,0
4613,Cust_1569,Prod_5,SHP_6419,05/11/2009,05/11/2009,DOUG O'CONNELL,BRITISH COLUMBIA,WEST,SMALL BUSINESS,18322,13,MEDIUM,0
4614,Cust_1571,Prod_14,SHP_6423,09/01/2010,13/01/2010,KAREN CARLISLE,BRITISH COLUMBIA,WEST,CORPORATE,298846,49,LOW,4
4615,Cust_1572,Prod_5,SHP_6425,15/02/2009,16/02/2009,MICK BROWN,BRITISH COLUMBIA,WEST,CONSUMER,25483,34,NOT SPECIFIED,1
4615,Cust_1572,Prod_8,SHP_6425,15/02/2009,16/02/2009,MICK BROWN,BRITISH COLUMBIA,WEST,CONSUMER,484674,30,NOT SPECIFIED,1
4616,Cust_1573,Prod_15,SHP_6426,12/11/2011,13/11/2011,DEBORAH BRUMFIELD,BRITISH COLUMBIA,WEST,SMALL BUSINESS,597984,46,CRITICAL,1
4616,Cust_1573,Prod_12,SHP_6426,12/11/2011,13/11/2011,DEBORAH BRUMFIELD,BRITISH COLUMBIA,WEST,SMALL BUSINESS,17576,28,CRITICAL,1
4617,Cust_1574,Prod_13,SHP_6429,19/06/2012,20/06/2012,NICOLE BRENNAN,BRITISH COLUMBIA,WEST,HOME OFFICE,14566,48,MEDIUM,1
4617,Cust_1574,Prod_3,SHP_6429,19/06/2012,20/06/2012,NICOLE BRENNAN,BRITISH COLUMBIA,WEST,HOME OFFICE,42076,18,MEDIUM,1
4617,Cust_1574,Prod_15,SHP_6429,19/06/2012,20/06/2012,NICOLE BRENNAN,BRITISH COLUMBIA,WEST,HOME OFFICE,167646,30,MEDIUM,1
4618,Cust_1575,Prod_3,SHP_6432,11/05/2009,11/05/2009,JAY FINE,BRITISH COLUMBIA,WEST,CONSUMER,4452,18,HIGH,0
4618,Cust_1575,Prod_2,SHP_6432,11/05/2009,11/05/2009,JAY FINE,BRITISH COLUMBIA,WEST,CONSUMER,20335,35,HIGH,0
4618,Cust_1575,Prod_1,SHP_6432,11/05/2009,11/05/2009,JAY FINE,BRITISH COLUMBIA,WEST,CONSUMER,589,5,HIGH,0
4618,Cust_1575,Prod_4,SHP_6432,11/05/2009,11/05/2009,JAY FINE,BRITISH COLUMBIA,WEST,CONSUMER,6024205,13,HIGH,0
4619,Cust_1576,Prod_11,SHP_6434,02/08/2012,04/08/2012,JULIANA KROHN,BRITISH COLUMBIA,WEST,SMALL BUSINESS,29825,16,LOW,2
4619,Cust_1576,Prod_10,SHP_6434,02/08/2012,04/08/2012,JULIANA KROHN,BRITISH COLUMBIA,WEST,SMALL BUSINESS,364214,49,LOW,2
462,Cust_164,Prod_10,SHP_620,03/11/2009,04/11/2009,GUY ARMSTRONG,MANITOBA,PRARIE,CORPORATE,53851,7,NOT SPECIFIED,1
4620,Cust_1577,Prod_3,SHP_6435,18/08/2011,20/08/2011,YANA SORENSEN,BRITISH COLUMBIA,WEST,CORPORATE,5962,10,HIGH,2
4621,Cust_1578,Prod_8,SHP_6436,07/05/2009,09/05/2009,BRADLEY DRUCKER,BRITISH COLUMBIA,WEST,SMALL BUSINESS,5773,2,HIGH,2
4622,Cust_1579,Prod_12,SHP_6437,02/09/2012,03/09/2012,ADAM HART,BRITISH COLUMBIA,WEST,CORPORATE,5626,14,NOT SPECIFIED,1
4623,Cust_1580,Prod_4,SHP_6438,07/01/2009,11/01/2009,BENJAMIN VENIER,BRITISH COLUMBIA,WEST,SMALL BUSINESS,19617915,34,LOW,4
4624,Cust_1581,Prod_17,SHP_6439,18/10/2012,20/10/2012,IVAN LISTON,BRITISH COLUMBIA,WEST,CONSUMER,616807,12,NOT SPECIFIED,2
4625,Cust_1583,Prod_1,SHP_6442,11/02/2011,12/02/2011,TOM ASHBROOK,BRITISH COLUMBIA,WEST,HOME OFFICE,126413,35,HIGH,1
4625,Cust_1583,Prod_5,SHP_6442,11/02/2011,12/02/2011,TOM ASHBROOK,BRITISH COLUMBIA,WEST,HOME OFFICE,8904,10,HIGH,1
4625,Cust_1583,Prod_6,SHP_6442,11/02/2011,12/02/2011,TOM ASHBROOK,BRITISH COLUMBIA,WEST,HOME OFFICE,29734,40,HIGH,1
4626,Cust_1584,Prod_11,SHP_6443,28/03/2012,30/03/2012,JONI WASSERMAN,BRITISH COLUMBIA,WEST,CONSUMER,840552,3,NOT SPECIFIED,2
4627,Cust_1585,Prod_7,SHP_6444,28/09/2012,29/09/2012,ERIC MURDOCK,BRITISH COLUMBIA,WEST,HOME OFFICE,14259,29,MEDIUM,1
4628,Cust_1586,Prod_4,SHP_6445,16/12/2010,18/12/2010,BRAD THOMAS,BRITISH COLUMBIA,WEST,HOME OFFICE,849337,8,MEDIUM,2
4629,Cust_1587,Prod_1,SHP_6446,02/08/2010,04/08/2010,VICTORIA PISTEKA,BRITISH COLUMBIA,WEST,CORPORATE,84819,25,NOT SPECIFIED,2
4629,Cust_1587,Prod_5,SHP_6446,02/08/2010,04/08/2010,VICTORIA PISTEKA,BRITISH COLUMBIA,WEST,CORPORATE,14077,7,NOT SPECIFIED,2
4629,Cust_1587,Prod_2,SHP_6446,02/08/2010,04/08/2010,VICTORIA PISTEKA,BRITISH COLUMBIA,WEST,CORPORATE,56215,12,NOT SPECIFIED,2
463,Cust_164,Prod_1,SHP_621,26/03/2011,27/03/2011,GUY ARMSTRONG,MANITOBA,PRARIE,CORPORATE,378043,18,HIGH,1
463,Cust_164,Prod_11,SHP_621,26/03/2011,27/03/2011,GUY ARMSTRONG,MANITOBA,PRARIE,CORPORATE,196168,10,HIGH,1
4630,Cust_1570,Prod_6,SHP_6449,06/04/2009,07/04/2009,COREY LOCK,BRITISH COLUMBIA,WEST,HOME OFFICE,74693,40,MEDIUM,1
4631,Cust_1588,Prod_5,SHP_6450,10/11/2011,11/11/2011,BARRY POND,BRITISH COLUMBIA,WEST,CONSUMER,20877,43,CRITICAL,1
4632,Cust_1589,Prod_13,SHP_6451,17/01/2011,19/01/2011,CHRIS MCAFEE,BRITISH COLUMBIA,WEST,CONSUMER,2855,6,MEDIUM,2
4633,Cust_1590,Prod_5,SHP_6452,27/03/2012,28/03/2012,KAREN CARLISLE,BRITISH COLUMBIA,WEST,HOME OFFICE,32452,11,HIGH,1
4634,Cust_1591,Prod_1,SHP_6454,17/11/2012,18/11/2012,BART FOLK,BRITISH COLUMBIA,WEST,CORPORATE,62833,48,NOT SPECIFIED,1
4634,Cust_1591,Prod_15,SHP_6454,17/11/2012,18/11/2012,BART FOLK,BRITISH COLUMBIA,WEST,CORPORATE,17707,6,NOT SPECIFIED,1
4635,Cust_1592,Prod_3,SHP_6455,03/03/2012,05/03/2012,BARRY WEIRICH,BRITISH COLUMBIA,WEST,CORPORATE,1412,21,NOT SPECIFIED,2
4636,Cust_1593,Prod_8,SHP_6456,19/12/2009,19/12/2009,MICHAEL STEWART,BRITISH COLUMBIA,WEST,SMALL BUSINESS,8302,15,NOT SPECIFIED,0
4637,Cust_1594,Prod_1,SHP_6457,04/07/2009,06/07/2009,DAVE POIRIER,BRITISH COLUMBIA,WEST,SMALL BUSINESS,617629,37,HIGH,2
4638,Cust_1596,Prod_4,SHP_6458,22/11/2012,29/11/2012,BRYAN SPRUELL,BRITISH COLUMBIA,WEST,HOME OFFICE,2218891,12,LOW,7
4639,Cust_1597,Prod_12,SHP_6461,25/12/2011,27/12/2011,CHRISTY BRITTAIN,BRITISH COLUMBIA,WEST,CONSUMER,11777,33,MEDIUM,2
4639,Cust_1597,Prod_15,SHP_6461,25/12/2011,27/12/2011,CHRISTY BRITTAIN,BRITISH COLUMBIA,WEST,CONSUMER,476859,45,MEDIUM,2
464,Cust_165,Prod_8,SHP_623,10/02/2012,11/02/2012,CHUCK MAGEE,MANITOBA,PRARIE,CORPORATE,63872,20,HIGH,1
4640,Cust_1597,Prod_7,SHP_6462,30/06/2009,01/07/2009,CHRISTY BRITTAIN,BRITISH COLUMBIA,WEST,CONSUMER,17998,21,HIGH,1
4640,Cust_1597,Prod_1,SHP_6462,30/06/2009,01/07/2009,CHRISTY BRITTAIN,BRITISH COLUMBIA,WEST,CONSUMER,17462,18,HIGH,1
4640,Cust_1597,Prod_16,SHP_6462,30/06/2009,01/07/2009,CHRISTY BRITTAIN,BRITISH COLUMBIA,WEST,CONSUMER,5544,16,HIGH,1
4641,Cust_1599,Prod_3,SHP_6465,01/06/2012,06/06/2012,BOBBY TRAFTON,BRITISH COLUMBIA,WEST,SMALL BUSINESS,53289,43,LOW,5
4641,Cust_1599,Prod_8,SHP_6465,01/06/2012,06/06/2012,BOBBY TRAFTON,BRITISH COLUMBIA,WEST,SMALL BUSINESS,6069,24,LOW,5
4642,Cust_1571,Prod_3,SHP_6466,26/02/2010,01/03/2010,KAREN CARLISLE,BRITISH COLUMBIA,WEST,CORPORATE,1611633,43,MEDIUM,3
4643,Cust_1600,Prod_15,SHP_6468,05/09/2009,07/09/2009,SPEROS GORANITIS,BRITISH COLUMBIA,WEST,CORPORATE,548218,21,HIGH,2
4643,Cust_1600,Prod_13,SHP_6468,05/09/2009,07/09/2009,SPEROS GORANITIS,BRITISH COLUMBIA,WEST,CORPORATE,4557,16,HIGH,2
4644,Cust_1601,Prod_9,SHP_6469,14/01/2010,15/01/2010,GRANT THORNTON,BRITISH COLUMBIA,WEST,CORPORATE,47346,13,HIGH,1
4645,Cust_1596,Prod_17,SHP_6472,03/06/2011,05/06/2011,BRYAN SPRUELL,BRITISH COLUMBIA,WEST,HOME OFFICE,38441,42,LOW,2
4645,Cust_1596,Prod_2,SHP_6472,03/06/2011,05/06/2011,BRYAN SPRUELL,BRITISH COLUMBIA,WEST,HOME OFFICE,200724,9,LOW,2
4645,Cust_1596,Prod_9,SHP_6472,03/06/2011,05/06/2011,BRYAN SPRUELL,BRITISH COLUMBIA,WEST,HOME OFFICE,2919,1,LOW,2
4646,Cust_1603,Prod_1,SHP_6474,02/01/2009,02/01/2009,ALAN SCHOENBERGER,BRITISH COLUMBIA,WEST,CORPORATE,490238,32,LOW,0
4646,Cust_1603,Prod_15,SHP_6474,02/01/2009,02/01/2009,ALAN SCHOENBERGER,BRITISH COLUMBIA,WEST,CORPORATE,408319,43,LOW,0
4647,Cust_1604,Prod_13,SHP_6477,22/02/2010,23/02/2010,PATRICK BZOSTEK,BRITISH COLUMBIA,WEST,CONSUMER,14899,41,CRITICAL,1
4647,Cust_1604,Prod_6,SHP_6477,22/02/2010,23/02/2010,PATRICK BZOSTEK,BRITISH COLUMBIA,WEST,CONSUMER,1996,1,CRITICAL,1
4648,Cust_1587,Prod_17,SHP_6479,08/01/2010,08/01/2010,VICTORIA PISTEKA,BRITISH COLUMBIA,WEST,CORPORATE,47827,33,LOW,0
4649,Cust_1605,Prod_13,SHP_6480,16/08/2009,18/08/2009,TAMARA WILLINGHAM,BRITISH COLUMBIA,WEST,CORPORATE,97792,39,NOT SPECIFIED,2
465,Cust_166,Prod_3,SHP_625,06/05/2009,07/05/2009,GREG GUTHRIE,MANITOBA,PRARIE,SMALL BUSINESS,159954,37,CRITICAL,1
465,Cust_166,Prod_11,SHP_625,06/05/2009,07/05/2009,GREG GUTHRIE,MANITOBA,PRARIE,SMALL BUSINESS,94242,2,CRITICAL,1
4650,Cust_1599,Prod_3,SHP_6481,05/11/2010,06/11/2010,BOBBY TRAFTON,BRITISH COLUMBIA,WEST,SMALL BUSINESS,22926,31,NOT SPECIFIED,1
4651,Cust_1606,Prod_10,SHP_6482,02/12/2010,03/12/2010,DENNY ORDWAY,BRITISH COLUMBIA,WEST,SMALL BUSINESS,75494,12,MEDIUM,1
4652,Cust_1607,Prod_8,SHP_6483,01/12/2009,02/12/2009,ROLAND FJELD,BRITISH COLUMBIA,WEST,CORPORATE,10119,26,MEDIUM,1
4653,Cust_1608,Prod_8,SHP_6484,28/05/2010,29/05/2010,ELIZABETH MOFFITT,BRITISH COLUMBIA,WEST,CONSUMER,127925,38,NOT SPECIFIED,1
4654,Cust_1570,Prod_11,SHP_6485,29/04/2010,01/05/2010,COREY LOCK,BRITISH COLUMBIA,WEST,HOME OFFICE,1257074,34,MEDIUM,2
4655,Cust_1609,Prod_3,SHP_6486,06/09/2009,06/09/2009,DAVID KENDRICK,BRITISH COLUMBIA,WEST,HOME OFFICE,23029,7,NOT SPECIFIED,0
4656,Cust_1610,Prod_1,SHP_6487,05/06/2011,06/06/2011,JULIA BARNETT,BRITISH COLUMBIA,WEST,HOME OFFICE,139428,9,NOT SPECIFIED,1
4656,Cust_1610,Prod_4,SHP_6487,05/06/2011,06/06/2011,JULIA BARNETT,BRITISH COLUMBIA,WEST,HOME OFFICE,6862237,44,NOT SPECIFIED,1
4657,Cust_1579,Prod_5,SHP_6489,26/10/2011,26/10/2011,ADAM HART,BRITISH COLUMBIA,WEST,CORPORATE,41803,47,CRITICAL,0
4658,Cust_1611,Prod_4,SHP_6491,24/06/2009,26/06/2009,SHIRLEY JACKSON,BRITISH COLUMBIA,WEST,CORPORATE,2693514,49,HIGH,2
4659,Cust_1579,Prod_6,SHP_6492,12/07/2011,14/07/2011,ADAM HART,BRITISH COLUMBIA,WEST,CORPORATE,145159,26,LOW,2
466,Cust_167,Prod_4,SHP_626,23/11/2010,25/11/2010,CARLOS SOLTERO,MANITOBA,PRARIE,SMALL BUSINESS,12902065,43,NOT SPECIFIED,2
4660,Cust_1578,Prod_13,SHP_6494,17/12/2011,19/12/2011,BRADLEY DRUCKER,BRITISH COLUMBIA,WEST,SMALL BUSINESS,16946,28,NOT SPECIFIED,2
4660,Cust_1578,Prod_5,SHP_6494,17/12/2011,19/12/2011,BRADLEY DRUCKER,BRITISH COLUMBIA,WEST,SMALL BUSINESS,128368,33,NOT SPECIFIED,2
4661,Cust_1571,Prod_4,SHP_6495,19/10/2009,20/10/2009,KAREN CARLISLE,BRITISH COLUMBIA,WEST,CORPORATE,1351653,10,HIGH,1
4661,Cust_1571,Prod_6,SHP_6495,19/10/2009,20/10/2009,KAREN CARLISLE,BRITISH COLUMBIA,WEST,CORPORATE,63,9,HIGH,1
4662,Cust_1601,Prod_3,SHP_6497,30/09/2012,01/10/2012,GRANT THORNTON,BRITISH COLUMBIA,WEST,CORPORATE,85615,39,MEDIUM,1
4663,Cust_1612,Prod_4,SHP_6499,02/09/2012,06/09/2012,BRENDAN MURRY,BRITISH COLUMBIA,WEST,CORPORATE,34134555,31,LOW,4
4663,Cust_1612,Prod_9,SHP_6499,02/09/2012,06/09/2012,BRENDAN MURRY,BRITISH COLUMBIA,WEST,CORPORATE,202642,50,LOW,4
4664,Cust_1580,Prod_6,SHP_6500,01/01/2010,03/01/2010,BENJAMIN VENIER,BRITISH COLUMBIA,WEST,SMALL BUSINESS,29413,43,MEDIUM,2
4665,Cust_1613,Prod_3,SHP_6501,04/04/2010,05/04/2010,JENNIFER PATT,BRITISH COLUMBIA,WEST,HOME OFFICE,12541,29,NOT SPECIFIED,1
4665,Cust_1613,Prod_1,SHP_6501,04/04/2010,05/04/2010,JENNIFER PATT,BRITISH COLUMBIA,WEST,HOME OFFICE,317052,49,NOT SPECIFIED,1
4665,Cust_1613,Prod_4,SHP_6501,04/04/2010,05/04/2010,JENNIFER PATT,BRITISH COLUMBIA,WEST,HOME OFFICE,2488477,20,NOT SPECIFIED,1
4666,Cust_1613,Prod_8,SHP_6503,29/08/2010,07/09/2010,JENNIFER PATT,BRITISH COLUMBIA,WEST,HOME OFFICE,37884,12,LOW,9
4667,Cust_1613,Prod_1,SHP_6506,20/04/2010,20/04/2010,JENNIFER PATT,BRITISH COLUMBIA,WEST,HOME OFFICE,12852,2,LOW,0
4667,Cust_1613,Prod_11,SHP_6506,20/04/2010,20/04/2010,JENNIFER PATT,BRITISH COLUMBIA,WEST,HOME OFFICE,6717784,24,LOW,0
4667,Cust_1613,Prod_15,SHP_6506,20/04/2010,20/04/2010,JENNIFER PATT,BRITISH COLUMBIA,WEST,HOME OFFICE,20038,1,LOW,0
4668,Cust_1614,Prod_4,SHP_6507,10/01/2011,12/01/2011,JEREMY PISTEK,BRITISH COLUMBIA,WEST,CORPORATE,886363,50,HIGH,2
4668,Cust_1614,Prod_3,SHP_6507,10/01/2011,12/01/2011,JEREMY PISTEK,BRITISH COLUMBIA,WEST,CORPORATE,5908,22,HIGH,2
4669,Cust_1615,Prod_4,SHP_6508,27/12/2009,27/12/2009,DAVID BREMER,BRITISH COLUMBIA,WEST,CORPORATE,3887135,7,NOT SPECIFIED,0
4669,Cust_1615,Prod_6,SHP_6508,27/12/2009,27/12/2009,DAVID BREMER,BRITISH COLUMBIA,WEST,CORPORATE,22225,36,NOT SPECIFIED,0
467,Cust_168,Prod_5,SHP_627,10/02/2011,12/02/2011,GREG GUTHRIE,MANITOBA,PRARIE,CORPORATE,85853,43,NOT SPECIFIED,2
4670,Cust_1616,Prod_6,SHP_6510,02/05/2009,03/05/2009,NORA PAIGE,BRITISH COLUMBIA,WEST,SMALL BUSINESS,14482,39,MEDIUM,1
4670,Cust_1616,Prod_8,SHP_6510,02/05/2009,03/05/2009,NORA PAIGE,BRITISH COLUMBIA,WEST,SMALL BUSINESS,123322,43,MEDIUM,1
4671,Cust_1598,Prod_15,SHP_6512,24/05/2009,25/05/2009,HAROLD DAHLEN,BRITISH COLUMBIA,WEST,CONSUMER,631069,32,MEDIUM,1
4672,Cust_1617,Prod_3,SHP_6513,03/09/2011,04/09/2011,BOBBY TRAFTON,BRITISH COLUMBIA,WEST,CORPORATE,5399,29,HIGH,1
4672,Cust_1617,Prod_2,SHP_6513,03/09/2011,04/09/2011,BOBBY TRAFTON,BRITISH COLUMBIA,WEST,CORPORATE,370292,49,HIGH,1
4673,Cust_1574,Prod_5,SHP_6515,16/04/2011,18/04/2011,NICOLE BRENNAN,BRITISH COLUMBIA,WEST,HOME OFFICE,38544,39,MEDIUM,2
4674,Cust_1613,Prod_3,SHP_6516,17/12/2011,18/12/2011,JENNIFER PATT,BRITISH COLUMBIA,WEST,HOME OFFICE,3462,44,CRITICAL,1
4674,Cust_1613,Prod_1,SHP_6516,17/12/2011,18/12/2011,JENNIFER PATT,BRITISH COLUMBIA,WEST,HOME OFFICE,47552,39,CRITICAL,1
4674,Cust_1613,Prod_5,SHP_6516,17/12/2011,18/12/2011,JENNIFER PATT,BRITISH COLUMBIA,WEST,HOME OFFICE,8596,4,CRITICAL,1
4675,Cust_1618,Prod_12,SHP_6519,22/09/2009,23/09/2009,ALEJANDRO SAVELY,BRITISH COLUMBIA,WEST,CORPORATE,9294,20,HIGH,1
4675,Cust_1618,Prod_11,SHP_6519,22/09/2009,23/09/2009,ALEJANDRO SAVELY,BRITISH COLUMBIA,WEST,CORPORATE,607096,19,HIGH,1
4676,Cust_1619,Prod_13,SHP_6522,03/05/2011,04/05/2011,CHARLES CRESTANI,BRITISH COLUMBIA,WEST,CONSUMER,4185,24,HIGH,1
4676,Cust_1619,Prod_4,SHP_6522,03/05/2011,04/05/2011,CHARLES CRESTANI,BRITISH COLUMBIA,WEST,CONSUMER,23037125,41,HIGH,1
4677,Cust_1612,Prod_13,SHP_6523,20/09/2010,22/09/2010,BRENDAN MURRY,BRITISH COLUMBIA,WEST,CORPORATE,28382,23,HIGH,2
4678,Cust_1620,Prod_6,SHP_6525,21/07/2012,22/07/2012,MUHAMMED LEE,BRITISH COLUMBIA,WEST,CORPORATE,20961,38,NOT SPECIFIED,1
4678,Cust_1620,Prod_17,SHP_6525,21/07/2012,22/07/2012,MUHAMMED LEE,BRITISH COLUMBIA,WEST,CORPORATE,344109,43,NOT SPECIFIED,1
4679,Cust_1587,Prod_3,SHP_6528,28/02/2009,28/02/2009,VICTORIA PISTEKA,BRITISH COLUMBIA,WEST,CORPORATE,197947,18,LOW,0
4679,Cust_1587,Prod_8,SHP_6528,28/02/2009,28/02/2009,VICTORIA PISTEKA,BRITISH COLUMBIA,WEST,CORPORATE,1878,23,LOW,0
4679,Cust_1587,Prod_4,SHP_6528,28/02/2009,28/02/2009,VICTORIA PISTEKA,BRITISH COLUMBIA,WEST,CORPORATE,2823037,29,LOW,0
468,Cust_168,Prod_6,SHP_629,29/03/2010,29/03/2010,GREG GUTHRIE,MANITOBA,PRARIE,CORPORATE,2454,34,NOT SPECIFIED,0
468,Cust_168,Prod_11,SHP_629,29/03/2010,29/03/2010,GREG GUTHRIE,MANITOBA,PRARIE,CORPORATE,417766,47,NOT SPECIFIED,0
4680,Cust_1604,Prod_3,SHP_6529,14/09/2012,16/09/2012,PATRICK BZOSTEK,BRITISH COLUMBIA,WEST,CONSUMER,9455,32,MEDIUM,2
4681,Cust_1614,Prod_6,SHP_6530,20/10/2011,23/10/2011,JEREMY PISTEK,BRITISH COLUMBIA,WEST,CORPORATE,4531,11,CRITICAL,3
4682,Cust_1579,Prod_5,SHP_6531,02/11/2009,04/11/2009,ADAM HART,BRITISH COLUMBIA,WEST,CORPORATE,6391,14,NOT SPECIFIED,2
4682,Cust_1579,Prod_4,SHP_6531,02/11/2009,04/11/2009,ADAM HART,BRITISH COLUMBIA,WEST,CORPORATE,19090065,32,NOT SPECIFIED,2
4683,Cust_1622,Prod_6,SHP_6533,14/08/2009,15/08/2009,BERENIKE KAMPE,BRITISH COLUMBIA,WEST,CORPORATE,131168,31,CRITICAL,1
4683,Cust_1622,Prod_10,SHP_6533,14/08/2009,15/08/2009,BERENIKE KAMPE,BRITISH COLUMBIA,WEST,CORPORATE,341208,46,CRITICAL,1
4684,Cust_1610,Prod_3,SHP_6534,14/10/2010,14/10/2010,JULIA BARNETT,BRITISH COLUMBIA,WEST,HOME OFFICE,23888,10,HIGH,0
4684,Cust_1610,Prod_8,SHP_6534,14/10/2010,14/10/2010,JULIA BARNETT,BRITISH COLUMBIA,WEST,HOME OFFICE,123529,39,HIGH,0
4684,Cust_1610,Prod_4,SHP_6534,14/10/2010,14/10/2010,JULIA BARNETT,BRITISH COLUMBIA,WEST,HOME OFFICE,1928327,12,HIGH,0
4685,Cust_1614,Prod_3,SHP_6538,12/08/2010,12/08/2010,JEREMY PISTEK,BRITISH COLUMBIA,WEST,CORPORATE,4425,7,MEDIUM,0
4686,Cust_1602,Prod_11,SHP_6539,11/01/2010,13/01/2010,TOM PRESCOTT,BRITISH COLUMBIA,WEST,SMALL BUSINESS,194032,12,CRITICAL,2
4687,Cust_1624,Prod_1,SHP_6541,24/05/2010,28/05/2010,NOEL STAAVOS,BRITISH COLUMBIA,WEST,HOME OFFICE,106964,7,LOW,4
4687,Cust_1624,Prod_5,SHP_6541,24/05/2010,28/05/2010,NOEL STAAVOS,BRITISH COLUMBIA,WEST,HOME OFFICE,244765,50,LOW,4
4688,Cust_1615,Prod_4,SHP_6542,06/10/2011,07/10/2011,DAVID BREMER,BRITISH COLUMBIA,WEST,CORPORATE,11434285,7,MEDIUM,1
4689,Cust_1596,Prod_6,SHP_6543,09/10/2012,09/10/2012,BRYAN SPRUELL,BRITISH COLUMBIA,WEST,HOME OFFICE,24553,40,CRITICAL,0
469,Cust_169,Prod_5,SHP_630,05/09/2012,07/09/2012,CARLOS SOLTERO,MANITOBA,PRARIE,CONSUMER,143655,36,LOW,2
469,Cust_169,Prod_3,SHP_630,05/09/2012,07/09/2012,CARLOS SOLTERO,MANITOBA,PRARIE,CONSUMER,6333,13,LOW,2
4690,Cust_1579,Prod_2,SHP_6545,14/04/2012,16/04/2012,ADAM HART,BRITISH COLUMBIA,WEST,CORPORATE,90412,4,CRITICAL,2
